"","title","rating","id","year","imdbid"
"3511","Quiet American, The",2,491,2002,"0258068"
"3512","Signs",1,5170,2002,"0286106"
"3513","Cypher",1,4785,2002,"0284978"
"3514","S1m0ne",3,143,2002,"0258153"
"3515","Divine Secrets of the Ya-Ya Sisterhood",3,1028,2002,"0279778"
"3516","Hunchback of  Notre Dame II, The",1,4447,2002,"0257778"
"3517","8 Mile",1,2545,2002,"0298203"
"3518","K-19: The Widowmaker",0,7118,2002,"0267626"
"3519","25th Hour",2,5080,2002,"0307901"
"3520","Bang Bang You&#39;re Dead",1,4695,2002,"0288439"
"3521","Spider-Man",1,1730,2002,"0145487"
"3522","Importance of Being Earnest, The",3,1562,2002,"0278500"
"3523","Is It College Yet?",3,876,2002,"0285627"
"3524","Phone Booth",1,125,2002,"0183649"
"3525","Low-Flying Aircraft",3,3323,2002,"0190975"
"3526","Bend It Like Beckham",3,200,2002,"0286499"
"3527","Dog Soldiers",0,7756,2002,"0280609"
"3528","Froid comme l&#39;&eacute;t&eacute; (Cold as Summer)",3,1745,2002,"0305589"
"3529","Friday After Next",2,7789,2002,"0293815"
"3530","Tipping the Velvet",3,1875,2002,"0324264"
"3531","Ice Age",0,72,2002,"0268380"
"3532","Naqoyqatsi",0,4680,2002,"0145937"
"3533","Wilbur Wants to Kill Himself",3,2605,2002,"0329767"
"3534","Los lunes al sol",1,7214,2002,"0319769"
"3535","Chicago",3,179,2002,"0299658"
"3536","Pianist, The",1,5539,2002,"0253474"
"3537","demonlover",3,4832,2002,"0284034"
"3538","Banger Sisters, The",3,3310,2002,"0280460"
"3539","Ten",3,1456,2002,"0301978"
"3540","Good Girl, The",3,2222,2002,"0279113"
"3541","Insomnia",1,121,2002,"0278504"
"3542","A hidember",1,8547,2002,"0310567"
"3543","We Were Soldiers",3,4806,2002,"0277434"
"3544","Drumline",1,2888,2002,"0303933"
"3545","Ring, The",3,806,2002,"0298130"
"3546","Femme Fatale",3,7997,2002,"0280665"
"3547","Tomie: Saishuu-sho - kindan no kajitsu",3,6867,2002,"0348226"
"3548","Bourne Identity, The",1,128,2002,"0258463"
"3549","Confessions of a Dangerous Mind",2,5793,2002,"0270288"
"3550","Equilibrium",1,160,2002,"0238380"
"3551","Maggie and Annie",3,4399,2002,"0426089"
"3552","Sweet Sixteen",0,7517,2002,"0313670"
"3553","May",3,1110,2002,"0303361"
"3554","8 femmes",3,363,2002,"0283832"
"3555","They",3,5293,2002,"0283632"
"3556","Charlotte Sometimes",2,6088,2002,"0284478"
"3557","Adventures of Pluto Nash, The",2,135,2002,"0180052"
"3558","Solaris",1,4784,2002,"0307479"
"3559","Santa Clause 2, The",1,1052,2002,"0304669"
"3560","Die Another Day",2,3683,2002,"0246460"
"3561","Teknolust",3,5300,2002,"0270688"
"3562","Intimate Stories",3,1224,2002,"0291988"
"3563","Scorpion King, The",0,6919,2002,"0277296"
"3564","One Hour Photo",1,6239,2002,"0265459"
"3565","Dracula: Pages from a Virgin&#39;s Diary",1,6273,2002,"0293113"
"3566","Resident Evil",3,280,2002,"0120804"
"3567","Ju-on: The Grudge",3,5571,2002,"0364385"
"3568","Big Girls Don&#39;t Cry",3,6810,2002,"0291213"
"3569","Below",0,5339,2002,"0276816"
"3570","Spun",3,4319,2002,"0283003"
"3571","Hot Chick, The",3,5151,2002,"0302640"
"3572","Hable con ella [Talk to Her]",3,7774,2002,"0287467"
"3573","Road to Perdition",0,2486,2002,"0257044"
"3574","Blade II",1,2151,2002,"0187738"
"3575","Gangs of New York",1,2551,2002,"0217505"
"3576","Crossroads",3,4592,2002,"0275022"
"3577","Amen.",1,7615,2002,"0280653"
"3578","My Big Fat Greek Wedding",3,907,2002,"0259446"
"3579","Mothman Prophecies, The",2,5954,2002,"0265349"
"3580","Rose Red",3,7755,2002,"0259153"
"3581","Dragonfly",1,7629,2002,"0259288"
"3582","Star Trek: Nemesis",1,138,2002,"0253754"
"3583","Real Women Have Curves",3,2108,2002,"0296166"
"3584","Panic Room",3,2508,2002,"0258000"
"3585","Loenatik - De moevie",3,8795,2002,"0285300"
"3586","Secretary",3,1515,2002,"0274812"
"3587","Far from Heaven",3,2319,2002,"0297884"
"3588","Embrassez qui vous voudrez",3,6890,2002,"0290916"
"3589","Carrie",3,3621,2002,"0319970"
"3590","Amandla! A Revolution in Four Part Harmony",3,3309,2002,"0303297"
"3591","Irreversible",1,3832,2002,"0290673"
"3592","Valami Amerika",1,7618,2002,"0303184"
"3593","Maid in Manhattan",3,4262,2002,"0252076"
"3594","Moonlight Mile",3,5454,2002,"0179098"
"3595","Punch-Drunk Love",1,5227,2002,"0272338"
"3596","Sweet Home Alabama",3,7548,2002,"0256415"
"3597","xXx",1,2268,2002,"0295701"
"3598","Snow Dogs",1,1537,2002,"0281373"
"3599","Catch Me If You Can",1,617,2002,"0264464"
"3600","Sweetest Thing, The",3,3682,2002,"0253867"
"3601","Devdas",3,6027,2002,"0238936"
"3602","Infernal Affairs",1,6802,2002,"0338564"
"3603","Cube2: Hypercube",3,4277,2002,"0285492"
"3604","Austin Powers in Goldmember",1,4,2002,"0295178"
"3605","Mr Deeds",2,116,2002,"0280590"
"3606","Dangerous Lives of Altar Boys, The",1,4351,2002,"0238924"
"3607","All or Nothing",3,3312,2002,"0286261"
"3608","Cheats",3,8773,2002,"0250292"
"3609","Lilya 4-Ever",3,4526,2002,"0300140"
"3610","About Schmidt",1,3060,2002,"0257360"
"3611","Igby Goes Down",2,4662,2002,"0280760"
"3612","I&#39;m with Lucy",0,606,2002,"0282593"
"3613","Star Wars: Episode II - Attack of the Clones",3,673,2002,"0121765"
"3614","Rules of Attraction, The",3,1431,2002,"0292644"
"3615","Lilo and Stitch",3,707,2002,"0275847"
"3616","Barbarian Invasions, The",3,2499,2003,"0338135"
"3617","Sunset Story",3,2564,2003,"0368310"
"3618","Distant Lights (Lichter)",3,2107,2003,"0351238"
"3619","Station Agent, The",3,6301,2003,"0340377"
"3620","April&#39;s Shower",3,8794,2003,"0325007"
"3621","Girls Will Be Girls",3,1514,2003,"0339071"
"3622","Apr&egrave;s Vous",3,3902,2003,"0344604"
"3623","Under the Tuscan Sun",3,895,2003,"0328589"
"3624","De gr&oslash;nne slagtere (&#39;Green Butchers&#39;)",1,4723,2003,"0342492"
"3625","Jungle Book 2, The",0,1061,2003,"0283426"
"3626","School of Rock, The",3,3421,2003,"0332379"
"3627","S.W.A.T.",3,41,2003,"0257076"
"3628","Room, The",3,837,2003,"0368226"
"3629","It&#39;s Better to Be Wanted for Murder Than Not to Be Wanted at All",1,3137,2003,"0339882"
"3630","Freddy vs. Jason",3,8242,2003,"0329101"
"3631","Shattered Glass",2,2521,2003,"0323944"
"3632","Daddy Day Care",3,3700,2003,"0317303"
"3633","Pride and Prejudice",3,4562,2003,"0366920"
"3634","Elf",1,8002,2003,"0319343"
"3635","Identity",1,126,2003,"0309698"
"3636","House of the Dead",2,5056,2003,"0317676"
"3637","Johnny English",1,6662,2003,"0274166"
"3638","Robot Stories",3,6698,2003,"0301777"
"3639","Timeline",1,4502,2003,"0300556"
"3640","Matrix Revolutions, The",3,59,2003,"0242653"
"3641","Lizzie McGuire Movie, The",3,6161,2003,"0306841"
"3642","I&#39;m Not Scared",3,8198,2003,"0326977"
"3643","Malibu Spring Break",3,4745,2003,"0379363"
"3644","Swimming Pool",3,983,2003,"0324133"
"3645","Bu san",0,6801,2003,"0377556"
"3646","Elephant",3,5107,2003,"0363589"
"3647","Sinbad: Legend of the Seven Seas",2,958,2003,"0165982"
"3648","Bon voyage",3,4035,2003,"0310778"
"3649","Prey for Rock &amp; Roll",3,2510,2003,"0307351"
"3650","Legally Blonde 2: Red, White &amp; Blonde",3,1858,2003,"0333780"
"3651","Runaway Jury",1,45,2003,"0313542"
"3652","High Tension",3,5819,2003,"0338095"
"3653","Cheetah Girls , The",3,6995,2003,"0800318"
"3654","Once Upon a Time in Mexico",1,6626,2003,"0285823"
"3655","Calendar Girls",3,292,2003,"0337909"
"3656","Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",0,4184,2003,"0368667"
"3657","Tokyo Godfathers",3,299,2003,"0388473"
"3658","Love Actually",3,779,2003,"0314331"
"3659","Kontroll",0,8530,2003,"0373981"
"3660","Hot Wheels: World Race Highway 35",1,7726,2003,"0377191"
"3661","How to Lose a Guy in 10 Days",3,1153,2003,"0251127"
"3662","Five Obstructions, The",0,1225,2003,"0354575"
"3663","My Life Without Me",3,7666,2003,"0314412"
"3664","2LDK",3,2741,2003,"0362387"
"3665","Undead",3,2381,2003,"0339840"
"3666","My Boss&#39;s Daughter",3,5503,2003,"0270980"
"3667","Forest for the Trees, The",3,4829,2003,"0386862"
"3668","Core, The",3,320,2003,"0298814"
"3669","Mona Lisa Smile",3,1460,2003,"0304415"
"3670","Le divorce",3,1997,2003,"0306734"
"3671","Final Destination 2",3,2821,2003,"0309593"
"3672","Missing, The",3,1467,2003,"0338188"
"3673","Matrix Reloaded, The",3,58,2003,"0234215"
"3674","Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God)",2,1610,2003,"0380726"
"3675","Coffee and Cigarettes",3,4302,2003,"0379217"
"3676","Jeepers Creepers II",3,3542,2003,"0301470"
"3677","Big Fish",1,2402,2003,"0319061"
"3678","Goodbye Lenin!",3,2044,2003,"0301357"
"3679","Ong-bak",0,5141,2003,"0368909"
"3680","A Tale of Two Sisters",3,2320,2003,"0365376"
"3681","Mother, The",3,4349,2003,"0323298"
"3682","Darkness Falls",1,4868,2003,"0282209"
"3683","Heung joh chow heung yau chow (Turn Left, Turn Right)",3,5278,2003,"0367174"
"3684","Ju-on 2",3,6446,2003,"0367913"
"3685","Underworld",3,44,2003,"0320691"
"3686","Kill Bill: Vol. 1",3,508,2003,"0266697"
"3687","Brother Bear",0,7027,2003,"0328880"
"3688","Terminator 3: Rise of the Machines",3,3630,2003,"0181852"
"3689","Best of Youth, The",3,1767,2003,"0346336"
"3690","Memories of Murder",3,7093,2003,"0353969"
"3691","In the Cut",3,2262,2003,"0199626"
"3692","Oldboy",1,4183,2003,"0364569"
"3693","Mystic River",3,3848,2003,"0327056"
"3694","An Unexpected Love",3,5825,2003,"0329679"
"3695","Last Samurai, The",0,1404,2003,"0325710"
"3696","Finding Nemo",1,778,2003,"0266543"
"3697","X2 (X-Men 2)",3,102,2003,"0290334"
"3698","Dies irae",0,5430,2003,"0406709"
"3699","Hulk",1,3227,2003,"0286716"
"3700","Wrong Turn",3,3645,2003,"0295700"
"3701","Monster",3,271,2003,"0340855"
"3702","Nathalie...",3,8695,2003,"0348853"
"3703","Bruce Almighty",3,142,2003,"0315327"
"3704","Thirteen",3,2380,2003,"0328538"
"3705","I Capture the Castle",3,1450,2003,"0300015"
"3706","Angels in America",3,39,2003,"0318997"
"3707","What a Girl Wants",1,7600,2003,"0286788"
"3708","Blind Swordsman: Zatoichi, The",2,1527,2003,"0363226"
"3709","Italian Job, The",1,48,2003,"0317740"
"3710","High Roller: The Stu Ungar Story",3,5419,2003,"0338467"
"3711","Les triplettes de Belleville",3,941,2003,"0286244"
"3712","Soldier&#39;s Girl",3,6997,2003,"0324013"
"3713","Open Water",1,8315,2003,"0374102"
"3714","Down With Love",3,1400,2003,"0309530"
"3715","Lost In Translation",3,1041,2003,"0335266"
"3716","Dreamers, The",2,2891,2003,"0309987"
"3717","View from the Top",3,1432,2003,"0264150"
"3718","Hollywood Homicide",1,1073,2003,"0329717"
"3719","Man Who Copied, The",2,5289,2003,"0367859"
"3720","Bad Santa",0,7967,2003,"0307987"
"3721","Recruit, The",1,55,2003,"0292506"
"3722","Something&#39;s Gotta Give",3,2500,2003,"0337741"
"3723","Dead Like Me",3,2167,2003,"0348913"
"3724","Rats",3,1473,2003,"0277986"
"3725","Love Me If You Dare",1,7554,2003,"0364517"
"3726","Dreamcatcher",0,4161,2003,"0285531"
"3727","Spy Kids 3-D: Game Over",3,1906,2003,"0338459"
"3728","Nothing",0,1541,2003,"0298482"
"3729","Gothika",3,5360,2003,"0348836"
"3730","Fear X",1,6234,2003,"0289944"
"3731","Basic",3,5567,2003,"0264395"
"3732","Kangaroo Jack",1,8731,2003,"0257568"
"3733","Old School",2,6986,2003,"0302886"
"3734","Scary Godmother: Halloween Spooktakular",3,3201,2003,"0330859"
"3735","Lord of the Rings: The Return of the King, The",1,248,2003,"0167260"
"3736","Casa de los babys",3,2844,2003,"0303830"
"3737","Dogville",3,2515,2003,"0276919"
"3738","Freaky Friday",3,1095,2003,"0322330"
"3739","House of Sand and Fog",3,2611,2003,"0315983"
"3740","Anger Management",1,8436,2003,"0305224"
"3741","Spring, Summer, Fall, Winter... and Spring",1,4938,2003,"0374546"
"3742","Daredevil",0,2193,2003,"0287978"
"3743","Holes",2,1136,2003,"0311289"
"3744","Stupeur et Tremblements",3,5422,2003,"0318725"
"3745","League of Extraordinary Gentlemen, The",0,2097,2003,"0311429"
"3746","21 grams",3,4845,2003,"0315733"
"3747","Lara Croft Tomb Raider: The Cradle of Life",3,411,2003,"0325703"
"3748","Charlie&#39;s Angels: Full Throttle",3,3263,2003,"0305357"
"3749","2 Fast 2 Furious",1,4820,2003,"0322259"
"3750","Tough Luck",0,2901,2003,"0376263"
"3751","Camp",3,4511,2003,"0342167"
"3752","Intolerable Cruelty",3,5806,2003,"0138524"
"3753","Cradle 2 the Grave",1,4378,2003,"0306685"
"3754","Uptown Girls",3,624,2003,"0263757"
"3755","Off the Map",3,8292,2003,"0332285"
"3756","Time of the Wolf",2,6745,2003,"0324197"
"3757","Peter Pan",3,2979,2003,"0316396"
"3758","Evil",1,7392,2003,"0338309"
"3759","Cold Mountain",3,1458,2003,"0159365"
"3760","Moi et mon blanc",1,4109,2003,"0377094"
"3761","Rugrats Go Wild",3,6379,2003,"0337711"
"3762","Master and Commander: The Far Side of the World",0,841,2003,"0311113"
"3763","Pirates of the Caribbean: The Curse of the Black Pearl",3,510,2003,"0325980"
"3764","Shanghai Knights",1,123,2003,"0300471"
"3765","Secondhand Lions",1,2890,2003,"0327137"
"3766","Scary Movie 3",3,325,2003,"0306047"
"3767","House of 1000 Corpses",3,7512,2003,"0251736"
"3768","Girl with a Pearl Earring",3,2957,2003,"0335119"
"3769","Voices of a Distant Star",0,3773,2003,"0370754"
"3770","One Point O",1,7653,2004,"0317042"
"3771","Naruto the Movie: Ninja Clash in the Land of Snow",3,6907,2004,"0476680"
"3772","Shrek 2",3,162,2004,"0298148"
"3773","Terminal, The",1,2035,2004,"0362227"
"3774","Bionicle 2: Legends of Metru Nui",0,5629,2004,"0387658"
"3775","Butterfly Effect, The",2,104,2004,"0289879"
"3776","Three... Extremes",3,2768,2004,"0420251"
"3777","Double Dare",3,1348,2004,"0365135"
"3778","Life Aquatic with Steve Zissou, The",2,4408,2004,"0362270"
"3779","Christmas with the Kranks",3,5968,2004,"0388419"
"3780","Door in the Floor, The",1,6842,2004,"0348593"
"3781","Kung Fu Hustle",0,3554,2004,"0373074"
"3782","Harold and Kumar Go to White Castle",3,213,2004,"0366551"
"3783","Dear Frankie",3,5573,2004,"0377752"
"3784","Duck Season",1,2514,2004,"0407246"
"3785","Primer",1,1420,2004,"0390384"
"3786","Veer-Zaara",3,5976,2004,"0420332"
"3787","Dead Man&#39;s Shoes",1,7119,2004,"0419677"
"3788","9 Songs",0,6748,2004,"0411705"
"3789","Without a Paddle",3,6008,2004,"0364751"
"3790","Final Cut, The",2,2946,2004,"0364343"
"3791","Nemmeno il destino",1,4587,2004,"0435224"
"3792","Sleepover",3,7602,2004,"0368975"
"3793","Magyar vandor",0,8545,2004,"0370919"
"3794","Creep",3,4696,2004,"0381966"
"3795","Spider-Man 2",1,1731,2004,"0316654"
"3796","Crimes of Fashion",3,4389,2004,"0414923"
"3797","Or",3,1798,2004,"0388311"
"3798","Innocence",3,1461,2004,"0375233"
"3799","Incredibles, The",3,50,2004,"0317705"
"3800","Shark Tale",1,4979,2004,"0307453"
"3801","Before the Fall",1,7617,2004,"0384369"
"3802","Blessed",3,7234,2004,"0390450"
"3803","Mango Kiss",3,6257,2004,"0304377"
"3804","Eternal Sunshine of the Spotless Mind",2,133,2004,"0338013"
"3805","I Heart Huckabees",3,916,2004,"0356721"
"3806","Crash",3,3609,2004,"0375679"
"3807","Punisher, The",1,7790,2004,"0330793"
"3808","In Search of Santa",3,5038,2004,"0439623"
"3809","Sideways",3,2249,2004,"0375063"
"3810","I, Robot",1,37,2004,"0343818"
"3811","Around the World in 80 Days",1,1592,2004,"0327437"
"3812","3-Iron",1,3557,2004,"0423866"
"3813","House of Voices (Saint Ange)",3,4726,2004,"0367000"
"3814","Maria Full of Grace",3,3311,2004,"0390221"
"3815","Taxi",3,4486,2004,"0316732"
"3816","Secret Window",1,4525,2004,"0363988"
"3817","Stepford Wives, The",3,1131,2004,"0327162"
"3818","Terkel i knibe",1,1890,2004,"0386820"
"3819","Kill Bill: Vol. 2",3,509,2004,"0378194"
"3820","Raise Your Voice",3,6150,2004,"0361696"
"3821","Ginger Snaps 2: Unleashed",3,4292,2004,"0353489"
"3822","Shutter",1,5952,2004,"0440803"
"3823","Stage Beauty",2,7471,2004,"0368658"
"3824","Gladiatress",3,4083,2004,"0339072"
"3825","Place Promised in Our Early Days, The",1,3772,2004,"0381348"
"3826","Caribe",3,4565,2004,"0439491"
"3827","Saw",2,807,2004,"0387564"
"3828","Jennifer&#39;s Shadow",3,5392,2004,"0382761"
"3829","Chronicles of Riddick, The",2,1539,2004,"0296572"
"3830","My Summer of Love",3,2041,2004,"0382189"
"3831","Passion of the Christ, The",3,8132,2004,"0335345"
"3832","Princess Diaries 2: Royal Engagement, The",3,1021,2004,"0368933"
"3833","Immortal (Ad Vitam)",3,2080,2004,"0314063"
"3834","Resident Evil: Apocalypse",3,281,2004,"0318627"
"3835","Mickey, Donald, Goofy: The Three Musketeers",2,1060,2004,"0371823"
"3836","Jersey Girl",2,5609,2004,"0300051"
"3837","Puppet Master vs Demonic Toys",3,6070,2004,"0431340"
"3838","Before Sunset",0,5117,2004,"0381681"
"3839","Layer Cake",1,4011,2004,"0375912"
"3840","A Love Song for Bobby Long",3,3314,2004,"0369672"
"3841","Lion King 1 1/2, The",1,6077,2004,"0318403"
"3842","Mindhunters",1,7648,2004,"0297284"
"3843","Ghost Cat",3,4328,2004,"0371835"
"3844","With Blood on My Hands: Pusher II",3,2995,2004,"0396184"
"3845","Garden State",3,2266,2004,"0333766"
"3846","Whole Ten Yards, The",1,132,2004,"0327247"
"3847","D.E.B.S.",3,551,2004,"0367631"
"3848","Romasanta",2,7342,2004,"0374180"
"3849","He Was Cool (Geunomeun meoshiteotda)",3,4368,2004,"0415819"
"3850","Grudge, The",3,3642,2004,"0391198"
"3851","Aviator, The",1,3261,2004,"0338751"
"3852","A Home at the End of The World",3,2501,2004,"0359423"
"3853","Sky Captain and the World of Tomorrow",3,682,2004,"0346156"
"3854","A Dirty Shame",3,750,2004,"0365125"
"3855","Say Yes Quickly",3,1221,2004,"0367462"
"3856","Van Helsing",3,957,2004,"0338526"
"3857","Head-On",3,2871,2004,"0347048"
"3858","Wimbledon",3,342,2004,"0360201"
"3859","Perfect Score, The",3,5673,2004,"0314498"
"3860","National Treasure",2,5336,2004,"0368891"
"3861","Sea Inside, The",3,6923,2004,"0369702"
"3862","Iron Jawed Angels",3,565,2004,"0338139"
"3863","In Good Company",1,1096,2004,"0385267"
"3864","Ae Fond Kiss...",2,349,2004,"0380366"
"3865","Eulogy",3,4524,2004,"0349416"
"3866","Vera Drake",3,2612,2004,"0383694"
"3867","Third Society, The",1,3423,2004,"0221637"
"3868","Tales From The Crapper",3,3833,2004,"0338479"
"3869","Taking Lives",2,6149,2004,"0364045"
"3870","Mysterious Skin",1,2817,2004,"0370986"
"3871","Cellular",3,2921,2004,"0337921"
"3872","North and South",3,1565,2004,"0417349"
"3873","A Separate Peace",0,7612,2004,"0328400"
"3874","White Chicks",3,4298,2004,"0381707"
"3875","Closer",3,2032,2004,"0376541"
"3876","Prince and Me, The",1,6700,2004,"0337697"
"3877","SpongeBob SquarePants Movie, The",3,7478,2004,"0345950"
"3878","Spanglish",3,746,2004,"0371246"
"3879","Finding Neverland",3,1871,2004,"0308644"
"3880","Bride and Prejudice",3,4571,2004,"0361411"
"3881","Ella Enchanted",3,853,2004,"0327679"
"3882","Dawn of the Dead",3,3153,2004,"0363547"
"3883","Hellboy",1,4338,2004,"0167190"
"3884","Cube Zero",3,953,2004,"0377713"
"3885","Der Untergang (Downfall)",3,1748,2004,"0363163"
"3886","All the Ships at Sea",3,6739,2004,"0459175"
"3887","Bridget Jones: The Edge of Reason",3,4928,2004,"0317198"
"3888","Edukators, The",3,7944,2004,"0408777"
"3889","Shimotsuma monogatari (Kamikaze Girls)",3,785,2004,"0416220"
"3890","Notre musique",1,3040,2004,"0360845"
"3891","Day After Tomorrow, The",3,75,2004,"0319262"
"3892","Lemony Snicket&#39;s A Series of Unfortunate Events",3,2047,2004,"0339291"
"3893","New York Minute",1,3198,2004,"0363282"
"3894","2046",3,3234,2004,"0212712"
"3895","Catwoman",3,1027,2004,"0327554"
"3896","13 Going on 30",3,3656,2004,"0337563"
"3897","Meet the Fockers",3,5210,2004,"0290002"
"3898","Holy Girl, The",3,4828,2004,"0300270"
"3899","Collateral",1,2544,2004,"0369339"
"3900","Saving Face",3,2608,2004,"0384504"
"3901","Napoleon Dynamite",1,2323,2004,"0374900"
"3902","Nochnoy dozor (Night Watch)",1,4249,2004,"0403358"
"3903","Banlieue 13",0,868,2004,"0414852"
"3904","Corpses",3,5047,2004,"0409842"
"3905","Hotel",3,8610,2004,"0415855"
"3906","Hana and Alice",3,2452,2004,"0407851"
"3907","Appleseed",3,1763,2004,"0401233"
"3908","Bratz the Video: Starrin&#39; &amp; Stylin&#39;",3,4453,2004,"1469259"
"3909","Anchorman: The Legend of Ron Burgundy",3,352,2004,"0357413"
"3910","Blade: Trinity",3,7926,2004,"0359013"
"3911","Kinsey",3,156,2004,"0362269"
"3912","After the Sunset",3,5550,2004,"0367479"
"3913","Village, The",3,4842,2004,"0368447"
"3914","They Came Back",3,3705,2004,"0378661"
"3915","Swades",3,5988,2004,"0367110"
"3916","Mean Girls",3,199,2004,"0377092"
"3917","Connie and Carla",3,4059,2004,"0345074"
"3918","AVP: Alien vs. Predator",3,2240,2004,"0370263"
"3919","Million Dollar Baby",3,1148,2004,"0405159"
"3920","Notebook, The",3,781,2004,"0332280"
"3921","Yu-Gi-Oh!: The Movie",0,7206,2004,"0403703"
"3922","Speak",3,1220,2004,"0378793"
"3923","Librarian: Quest for the Spear, The",3,5401,2004,"0412915"
"3924","Troy",1,956,2004,"0332452"
"3925","A Good Woman",3,2441,2004,"0379306"
"3926","Assassination of Richard Nixon, The",1,7145,2004,"0364961"
"3927","Raising Helen",3,3454,2004,"0350028"
"3928","Dirty Dancing: Havana Nights",3,7668,2004,"0338096"
"3929","Ray",3,3130,2004,"0350258"
"3930","Polar Express, The",1,3971,2004,"0338348"
"3931","Being Julia",3,5877,2004,"0340012"
"3932","Phantom of the Opera, The",2,2448,2004,"0293508"
"3933","Bring It on Again",3,763,2004,"0334965"
"3934","Flight of the Phoenix",0,472,2004,"0377062"
"3935","Miracle",1,1597,2004,"0349825"
"3936","Stop Mom Theresa!",2,8546,2004,"0379071"
"3937","In my country",3,8680,2004,"0349260"
"3938","Harry Potter and the Prisoner of  Azkaban",3,2333,2004,"0304141"
"3939","She Hate Me",2,5824,2004,"0384533"
"3940","A Cinderella Story",3,1740,2004,"0356470"
"3941","Machinist, The",1,5659,2004,"0361862"
"3942","Palindromes",1,2503,2004,"0362004"
"3943","Dodgeball: A True Underdog Story",3,5201,2004,"0364725"
"3944","Home on the Range",3,4438,2004,"0299172"
"3945","A Christmas Carol: The Musical",1,1084,2004,"0406649"
"3946","Bourne Supremacy, The",2,108,2004,"0372183"
"3947","Mulan II",3,759,2004,"0279967"
"3948","Scooby Doo 2: Monsters Unleashed",3,3450,2004,"0331632"
"3949","House of D",1,7639,2004,"0372334"
"3950","Team America: World Police",2,2386,2004,"0372588"
"3951","Born Into Brothels: Calcutta&#39;s Red Light Kids",3,933,2004,"0388789"
"3952","Ladies in Lavender",3,966,2004,"0377084"
"3953","Shaun of the Dead",3,1001,2004,"0365748"
"3954","Barbie as the Princess and the Pauper",3,6312,2004,"0426955"
"3955","50 First Dates",2,1205,2004,"0343660"
"3956","Ocean's Twelve",2,475,2004,"0349903"
"3957","Nina",3,4630,2004,"0399412"
"3958","A Very Long Engagement",3,1670,2004,"0344510"
"3959","Spirit of Jeet Kune Do, The",1,3565,2004,"0390205"
"3960","Saved!",3,638,2004,"0332375"
"3961","Hauru no ugoku shiro (Howl's Moving Castle)",3,258,2004,"0347149"
"3962","Alexander",1,5920,2004,"0346491"
"3963","Tropical Malady",0,1498,2004,"0381668"
"3964","Island, The",3,517,2005,"0399201"
"3965","Sun, The",0,1644,2005,"0439817"
"3966","Isolation",1,3184,2005,"0446719"
"3967","Thank You for Smoking",1,414,2005,"0427944"
"3968","C.R.A.Z.Y.",3,5697,2005,"0401085"
"3969","Vampire Bats",3,4234,2005,"0473105"
"3970","Tickets",0,8664,2005,"0418239"
"3971","Fingersmith",3,2603,2005,"0423651"
"3972","Valiant",1,5302,2005,"0361089"
"3973","Mrs Palfrey at The Claremont",3,1951,2005,"0421229"
"3974","Amityville Horror, The",3,4688,2005,"0384806"
"3975","Memoirs of a Geisha",3,3237,2005,"0397535"
"3976","Aura, The",1,5178,2005,"0420509"
"3977","Barbie: Fairytopia",3,4039,2005,"0450982"
"3978","Descent, The",3,379,2005,"0435625"
"3979","Rofuto",3,7184,2005,"0443231"
"3980","Devil&#39;s Rejects, The",3,3628,2005,"0395584"
"3981","Kinky Boots",3,2293,2005,"0434124"
"3982","Kiss Kiss Bang Bang",1,229,2005,"0373469"
"3983","Herbie Fully Loaded",3,328,2005,"0400497"
"3984","Twitches",1,8415,2005,"0467421"
"3985","Pleasure Drivers, The",3,21,2005,"0425357"
"3986","Rumor Has It...",3,4229,2005,"0398375"
"3987","House of Wax",2,6568,2005,"0397065"
"3988","Son of the Mask",1,4711,2005,"0362165"
"3989","Into Great Silence",0,1018,2005,"0478160"
"3990","Nine Lives",3,2933,2005,"0420015"
"3991","Kingdom of Heaven",0,1150,2005,"0320661"
"3992","Linda Linda Linda",3,7248,2005,"0468795"
"3993","Monster-in-Law",0,6575,2005,"0369735"
"3994","Waiting...",3,1753,2005,"0348333"
"3995","Sky High",3,1819,2005,"0405325"
"3996","Munich",1,4518,2005,"0408306"
"3997","Perfect Man, The",3,7529,2005,"0380623"
"3998","Skeleton Key, The",3,825,2005,"0397101"
"3999","Broken Flowers",3,865,2005,"0412019"
"4000","Le couperet",3,4761,2005,"0422015"
"4001","Jarhead",0,250,2005,"0418763"
"4002","Sisterhood of the Traveling Pants, The",3,1922,2005,"0403508"
"4003","Dear Wendy",1,2687,2005,"0342272"
"4004","Three Burials of Melquiades Estrada, The",3,4629,2005,"0419294"
"4005","Violin, The",1,5886,2005,"0451966"
"4006","Sisters in Law",3,2458,2005,"0474361"
"4007","House of the Dead 2",3,3631,2005,"0435665"
"4008","King Kong",0,706,2005,"0360717"
"4009","New World, The",3,1532,2005,"0402399"
"4010","Mortuary",3,5059,2005,"0415167"
"4011","Angel-A",0,1275,2005,"0473753"
"4012","Ice Princess",3,3677,2005,"0396652"
"4013","Junebug",3,364,2005,"0418773"
"4014","Jacket, The",2,1872,2005,"0366627"
"4015","Wedding Crashers",3,2270,2005,"0396269"
"4016","Little Fish",3,8453,2005,"0382810"
"4017","Stealth",1,4233,2005,"0382992"
"4018","Walk the Line",3,168,2005,"0358273"
"4019","Urban Legends: Bloody Mary",3,5463,2005,"0451957"
